,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
195,Elise Mertens,Lauren Davis,43%,1.71,56%,0.5641025641025641,0.42857142857142855,39,21,1.71,Elise Mertens,Womens,Fav
196,Magda Linette,Magda Linette,42%,2.47,72%,0.7166666666666667,0.4166666666666667,60,24,1.55,Anett Kontaveit,Womens,Dog
197,Aryna Sabalenka,Shelby Rogers,47%,1.19,56%,0.5609756097560976,0.4666666666666667,41,30,1.19,Aryna Sabalenka,Womens,Fav
198,Laura Siegemund,Laura Siegemund,30%,3.13,70%,0.7,0.3,10,10,1.37,Irina Camelia Begu,Womens,Dog
199,Donna Vekic,Donna Vekic,50%,2.96,63%,0.6341463414634146,0.5,41,24,1.41,Liudmila Samsonova,Womens,Dog
200,Linda Fruhvirtova,Kimberly Birrell,29%,1.4,90%,0.9,0.2857142857142857,10,7,1.4,Linda Fruhvirtova,Womens,Fav
201,Karolina Pliskova,Yulia Putintseva,43%,1.43,64%,0.6363636363636364,0.43333333333333335,33,30,1.43,Karolina Pliskova,Womens,Fav
202,Camila Giorgi,Anna Karolina Schmiedlova,29%,1.43,58%,0.5833333333333334,0.2857142857142857,12,14,1.43,Camila Giorgi,Womens,Fav
203,Shuai Zhang,Shuai Zhang,38%,2.09,33%,0.3333333333333333,0.375,18,40,1.76,Petra Martic,Womens,Dog
204,Caroline Garcia,Leylah Fernandez,36%,1.47,56%,0.5581395348837209,0.35714285714285715,43,14,1.47,Caroline Garcia,Womens,Fav
205,Varvara Gracheva,Lucrezia Stefanini,31%,1.51,52%,0.52,0.3076923076923077,25,13,1.51,Varvara Gracheva,Womens,Fav
206,Belinda Bencic,Claire Liu,37%,1.08,67%,0.6666666666666666,0.3684210526315789,36,19,1.08,Belinda Bencic,Womens,Fav
207,Marketa Vondrousova,Marketa Vondrousova,59%,2.09,81%,0.8095238095238095,0.5909090909090909,21,22,1.78,Ons Jabeur,Womens,Dog
208,Tennys Sandgren,Shintaro Mochizuki,50%,1.63,73%,0.7272727272727273,0.5,11,14,1.63,Tennys Sandgren,Mens,Fav
209,Arthur Cazaux,Jakub Mensik,60%,1.54,91%,0.9090909090909091,0.6,11,5,1.54,Arthur Cazaux,Mens,Fav
210,Nuria Parrizas Diaz,Nuria Parrizas Diaz,37%,2.53,51%,0.5135135135135135,0.37037037037037035,37,27,1.53,Anastasia Potapova,Womens,Dog
211,Giovanni Fonio,Benjamin Hassan,40%,1.76,60%,0.6,0.4,10,5,1.76,Giovanni Fonio,Mens,Fav
212,Barbora Krejcikova,Clara Burel,36%,1.17,75%,0.75,0.36363636363636365,12,11,1.17,Barbora Krejcikova,Womens,Fav
213,Lauren Davis,Danka Kovinic,33%,1.41,50%,0.5,0.3333333333333333,26,12,1.41,Lauren Davis,Womens,Fav
214,Laura Siegemund,Laura Siegemund,20%,2.08,75%,0.75,0.2,20,10,1.76,Lucia Bronzetti,Womens,Dog
215,Irina Camelia Begu,Elizabeth Mandlik,17%,1.21,50%,0.5,0.16666666666666666,14,6,1.21,Irina Camelia Begu,Womens,Fav
216,Madison Keys,Xin Yu Wang,50%,1.18,73%,0.7307692307692307,0.5,26,12,1.18,Madison Keys,Womens,Fav
217,Kateryna Baindl,Kateryna Baindl,54%,2.53,55%,0.55,0.5384615384615384,20,13,1.52,Caty Mcnally,Womens,Dog
218,Donna Vekic,Oksana Selekhmeteva,40%,1.29,75%,0.75,0.4,12,5,1.29,Donna Vekic,Womens,Fav
219,Jelena Ostapenko,Anna Bondar,27%,1.2,59%,0.59375,0.2727272727272727,32,11,1.2,Jelena Ostapenko,Womens,Fav
220,Jessica Pegula,Aliaksandra Sasnovich,48%,1.14,66%,0.66,0.48,50,25,1.14,Jessica Pegula,Womens,Fav
221,Lucrezia Stefanini,Lucrezia Stefanini,22%,2.38,50%,0.5,0.2222222222222222,10,9,1.59,Tatiana Maria,Womens,Dog
222,Lin Zhu,Lin Zhu,38%,2.88,18%,0.18181818181818182,0.38461538461538464,11,13,1.43,Belen Teichmann Jil,Womens,Dog
223,Iga Swiatek,Camila Osorio,36%,1.04,100%,1.0,0.36363636363636365,23,11,1.04,Iga Swiatek,Womens,Fav
224,Maria Sakkari,Diana Shnaider,80%,1.18,83%,0.8333333333333334,0.8,12,5,1.18,Maria Sakkari,Womens,Fav
225,Cristina Bucsa,Cristina Bucsa,40%,5.26,69%,0.6923076923076923,0.4,13,15,1.17,Bianca Andreescu,Womens,Dog
226,Anastasia Potapova,Anastasia Potapova,41%,2.03,36%,0.36,0.41379310344827586,25,29,1.79,Sloane Stephens,Womens,Dog
227,Anhelina Kalinina,Anhelina Kalinina,35%,2.43,60%,0.6046511627906976,0.35,43,20,1.57,Petra Kvitova,Womens,Dog
228,Cameron Norrie,Constant Lestienne,45%,1.1,67%,0.6666666666666666,0.45454545454545453,63,11,1.1,Cameron Norrie,Mens,Fav
229,Cori Gauff,Emma Raducanu,10%,1.29,83%,0.8275862068965517,0.1,29,10,1.29,Cori Gauff,Womens,Fav
230,Marketa Vondrousova,Alison Riske Amritraj,52%,1.21,60%,0.6,0.5185185185185185,30,27,1.21,Marketa Vondrousova,Womens,Fav
231,Michael Mmoh,Laurent Lokoli,17%,1.57,47%,0.47368421052631576,0.16666666666666666,19,6,1.57,Michael Mmoh,Mens,Fav
232,Felix Auger Aliassime,Alex Molcan,22%,1.07,67%,0.6666666666666666,0.2222222222222222,57,9,1.07,Felix Auger Aliassime,Mens,Fav
233,Mackenzie Mcdonald,Mackenzie Mcdonald,35%,8.09,76%,0.7619047619047619,0.35294117647058826,21,34,1.08,Rafael Nadal,Mens,Dog
234,Frances Tiafoe,Juncheng Shang,50%,1.12,70%,0.7,0.5,10,6,1.12,Frances Tiafoe,Mens,Fav
235,Karen Khachanov,Jason Kubler,38%,1.28,69%,0.6857142857142857,0.375,35,8,1.28,Karen Khachanov,Mens,Fav
236,Marton Fucsovics,Lloyd Harris,65%,1.86,70%,0.7,0.6470588235294118,10,17,1.86,Marton Fucsovics,Mens,Fav
237,Adrian Mannarino,Adrian Mannarino,41%,1.99,43%,0.42857142857142855,0.40540540540540543,28,37,1.83,John Isner,Mens,Dog
238,Brandon Holt,Brandon Holt,50%,2.35,58%,0.5757575757575758,0.5,33,12,1.6,Aleksandar Vukic,Mens,Dog
239,Roberto Bautista Agut,Joao Sousa,0%,1.08,65%,0.6451612903225806,0.0,31,10,1.08,Roberto Bautista Agut,Mens,Fav
240,Denis Kudla,Denis Kudla,37%,3.15,57%,0.5714285714285714,0.3684210526315789,21,19,1.36,Roman Safiullin,Mens,Dog
241,Daniil Medvedev,John Millman,29%,1.02,100%,1.0,0.29411764705882354,10,17,1.02,Daniil Medvedev,Mens,Fav
242,Maxime Cressy,Albert Ramos Vinolas,25%,1.37,45%,0.45161290322580644,0.25,31,12,1.37,Maxime Cressy,Mens,Fav
243,Francisco Cerundolo,Francisco Cerundolo,38%,1.96,50%,0.5,0.38461538461538464,18,13,1.87,Corentin Moutet,Mens,Dog
244,Thanasi Kokkinakis,Fabio Fognini,40%,1.17,55%,0.5454545454545454,0.4,22,5,1.17,Thanasi Kokkinakis,Mens,Fav
245,Denis Shapovalov,Taro Daniel,39%,1.17,69%,0.6923076923076923,0.3888888888888889,26,18,1.17,Denis Shapovalov,Mens,Fav
246,Hubert Hurkacz,Lorenzo Sonego,38%,1.26,61%,0.6071428571428571,0.38095238095238093,56,21,1.26,Hubert Hurkacz,Mens,Fav
247,Stefanos Tsitsipas,Rinky Hijikata,20%,1.04,70%,0.7,0.2,10,5,1.04,Stefanos Tsitsipas,Mens,Fav
248,Sebastian Korda,Yosuke Watanuki,40%,1.21,80%,0.8,0.4,10,5,1.21,Sebastian Korda,Mens,Fav
249,Tallon Griekspoor,Tallon Griekspoor,48%,2.1,57%,0.5666666666666667,0.47619047619047616,30,21,1.75,Botic Van De Zandschulp,Mens,Dog
250,Jiri Lehecka,Christopher Eubanks,58%,1.45,50%,0.5,0.5769230769230769,16,26,1.45,Jiri Lehecka,Mens,Fav
251,Magda Linette,Mayar Sherif,6%,1.23,39%,0.39473684210526316,0.0625,38,16,1.23,Magda Linette,Womens,Fav
252,Emil Ruusuvuori,Max Purcell,20%,1.36,70%,0.7,0.2,10,10,1.36,Emil Ruusuvuori,Mens,Fav
253,Jannik Sinner,Tomas Martin Etcheverry,33%,1.05,81%,0.8108108108108109,0.3333333333333333,37,6,1.05,Jannik Sinner,Mens,Fav
254,Varvara Gracheva,Varvara Gracheva,46%,6.41,68%,0.68,0.46153846153846156,25,13,1.12,Daria Kasatkina,Womens,Dog
255,Nuria Parrizas Diaz,Nuria Parrizas Diaz,17%,4.6,60%,0.6,0.16666666666666666,25,12,1.2,Beatriz Haddad Maia,Womens,Dog
256,Claire Liu,Madison Brengle,42%,1.63,38%,0.38095238095238093,0.42105263157894735,21,19,1.63,Claire Liu,Womens,Fav
257,Elena Rybakina,Kaja Juvan,50%,1.17,76%,0.7647058823529411,0.5,17,14,1.17,Elena Rybakina,Womens,Fav
258,Bernarda Pera,Bernarda Pera,21%,3.46,59%,0.5925925925925926,0.21052631578947367,27,19,1.32,Qinwen Zheng,Womens,Dog
259,Danielle Collins,Karolina Muchova,67%,1.6,91%,0.9090909090909091,0.6666666666666666,11,9,1.6,Danielle Collins,Womens,Fav
260,Victoria Azarenka,Nadia Podoroska,20%,1.1,80%,0.8,0.2,10,5,1.1,Victoria Azarenka,Womens,Fav
261,Ugo Humbert,Ugo Humbert,33%,2.02,57%,0.5652173913043478,0.3333333333333333,23,18,1.8,Richard Gasquet,Mens,Dog
262,Sho Shimabukuro,Sho Shimabukuro,25%,2.97,73%,0.7333333333333333,0.25,15,8,1.36,James Duckworth,Mens,Dog
263,Chan Hong Seong,Hoang Ly Nam,67%,1.65,64%,0.6363636363636364,0.6666666666666666,11,6,1.65,Chan Hong Seong,Mens,Fav
264,Matteo Gigante,Matteo Gigante,40%,1.94,55%,0.5454545454545454,0.4,11,5,1.8,Ulises Blanch,Mens,Dog
265,Francesco Passaro,Nikolas Sanchez Izquierdo,0%,1.37,40%,0.4,0.0,10,5,1.37,Francesco Passaro,Mens,Fav
266,Alexander Shevchenko,Ernests Gulbis,50%,1.7,70%,0.7,0.5,10,8,1.7,Alexander Shevchenko,Mens,Fav
267,Nicolas Moreno De Alboran,Nicolas Moreno De Alboran,20%,2.6,76%,0.7647058823529411,0.2,17,5,1.45,Radu Albot,Mens,Dog
268,Francesco Passaro,Kaichi Uchida,22%,1.48,40%,0.4,0.2222222222222222,10,9,1.48,Francesco Passaro,Mens,Fav
269,Mate Valkusz,Mate Valkusz,60%,2.03,70%,0.7,0.6,10,5,1.72,Marco Trungelliti,Mens,Dog
270,Michael Geerts,Michael Geerts,50%,2.13,56%,0.5625,0.5,16,8,1.66,Kacper Zuk,Mens,Dog
271,Yoshihito Nishioka,Dalibor Svrcina,40%,1.25,73%,0.7272727272727273,0.4,11,5,1.25,Yoshihito Nishioka,Mens,Fav
272,Jeffrey John Wolf,Jordan Thompson,42%,1.6,60%,0.6,0.4166666666666667,5,24,1.6,Jeffrey John Wolf,Mens,Fav
273,Taylor Fritz,Nikoloz Basilashvili,38%,1.03,70%,0.7,0.375,20,24,1.03,Taylor Fritz,Mens,Fav
274,Holger Rune,Filip Krajinovic,25%,1.17,54%,0.5365853658536586,0.25,41,16,1.17,Holger Rune,Mens,Fav
275,Ben Shelton,Zhizhen Zhang,33%,1.43,64%,0.6363636363636364,0.3333333333333333,11,6,1.43,Ben Shelton,Mens,Fav
276,Andy Murray,Andy Murray,42%,4.29,62%,0.6153846153846154,0.42105263157894735,26,38,1.23,Matteo Berrettini,Mens,Dog
277,Alexander Zverev,Juan Pablo Varillas,20%,1.08,82%,0.8181818181818182,0.2,11,5,1.08,Alexander Zverev,Mens,Fav
278,Alex De Minaur,Hsiou Hsu Yu,86%,1.04,67%,0.6666666666666666,0.8571428571428571,12,7,1.04,Alex De Minaur,Mens,Fav
279,Jenson Brooksby,Christopher Oconnell,39%,1.45,70%,0.7037037037037037,0.3888888888888889,27,18,1.45,Jenson Brooksby,Mens,Fav
280,Alexei Popyrin,Chun Hsin Tseng,40%,1.15,50%,0.5,0.4,20,10,1.15,Alexei Popyrin,Mens,Fav
281,Casper Ruud,Tomas Machac,33%,1.17,83%,0.8333333333333334,0.3333333333333333,12,6,1.17,Casper Ruud,Mens,Fav
282,Novak Djokovic,Roberto Carballes Baena,25%,1.01,93%,0.9333333333333333,0.25,15,8,1.01,Novak Djokovic,Mens,Fav
283,Pablo Carreno Busta,Pedro Cachin,22%,1.09,62%,0.6190476190476191,0.2222222222222222,42,9,1.09,Pablo Carreno Busta,Mens,Fav
284,Tommy Paul,Jan Lennard Struff,30%,1.39,80%,0.8,0.3,10,20,1.39,Tommy Paul,Mens,Fav
285,Alejandro Davidovich Fokina,Alexander Bublik,36%,1.72,27%,0.26666666666666666,0.36363636363636365,30,33,1.72,Alejandro Davidovich Fokina,Mens,Fav
286,Benjamin Bonzi,Mattia Bellucci,100%,1.39,76%,0.7647058823529411,1.0,17,5,1.39,Benjamin Bonzi,Mens,Fav
287,Laslo Djere,Zizou Bergs,12%,1.49,50%,0.5,0.125,12,8,1.49,Laslo Djere,Mens,Fav
288,Diego Schwartzman,Oleksii Krutykh,40%,1.54,83%,0.8333333333333334,0.4,12,5,1.54,Diego Schwartzman,Mens,Fav
289,Grigor Dimitrov,Aslan Karatsev,47%,1.39,56%,0.56,0.4666666666666667,25,30,1.39,Grigor Dimitrov,Mens,Fav
290,Andrey Rublev,Dominic Thiem,42%,1.27,80%,0.8,0.4166666666666667,30,12,1.27,Andrey Rublev,Mens,Fav
291,Daniel Evans,Facundo Bagnis,10%,1.12,67%,0.6666666666666666,0.1,33,10,1.12,Daniel Evans,Mens,Fav
292,Francesco Maestrelli,Lucas Gerch,40%,1.64,40%,0.4,0.4,10,5,1.64,Francesco Maestrelli,Mens,Fav
293,Mate Valkusz,Mate Valkusz,40%,2.28,40%,0.4,0.4,10,5,1.58,Carlos Taberner,Mens,Dog
294,Kimmer Coppejans,Kimmer Coppejans,22%,3.94,59%,0.5882352941176471,0.2222222222222222,17,9,1.22,Borna Gojo,Mens,Dog
295,Flavio Cobolli,Nikola Milojevic,67%,1.57,50%,0.5,0.6666666666666666,10,6,1.57,Flavio Cobolli,Mens,Fav
296,Sebastian Ofner,Sebastian Ofner,43%,2.03,42%,0.4166666666666667,0.42857142857142855,12,7,1.72,Luca Nardi,Mens,Dog
297,Nicolas Jarry,Nicolas Jarry,20%,3.57,67%,0.6666666666666666,0.2,12,5,1.3,Miomir Kecmanovic,Mens,Dog
298,Kaichi Uchida,Kaichi Uchida,29%,2.37,40%,0.4,0.2857142857142857,10,14,1.54,Benoit Paire,Mens,Dog
299,Tennys Sandgren,Dan Added,50%,1.46,67%,0.6666666666666666,0.5,12,6,1.46,Tennys Sandgren,Mens,Fav
300,Shintaro Mochizuki,Shintaro Mochizuki,38%,2.41,50%,0.5,0.38461538461538464,10,13,1.52,Paul Jubb,Mens,Dog
301,Giovanni Fonio,Denis Yevseyev,46%,1.51,60%,0.6,0.46153846153846156,10,13,1.51,Giovanni Fonio,Mens,Fav
302,Benjamin Hassan,Hiroki Moriya,40%,1.51,50%,0.5,0.4,10,15,1.51,Benjamin Hassan,Mens,Fav
303,Zdenek Kolar,Zdenek Kolar,20%,3.12,54%,0.5384615384615384,0.2,13,5,1.33,Evgeny Donskoy,Mens,Dog
304,Arthur Cazaux,Stuart Parker,40%,1.27,82%,0.8181818181818182,0.4,11,5,1.27,Arthur Cazaux,Mens,Fav
305,Belinda Bencic,Viktoriya Tomova,0%,1.04,79%,0.7916666666666666,0.0,24,5,1.04,Belinda Bencic,Womens,Fav
306,Ons Jabeur,Tamara Zidansek,17%,1.11,81%,0.8125,0.16666666666666666,16,6,1.11,Ons Jabeur,Womens,Fav
307,Yulia Putintseva,Yulia Putintseva,40%,2.08,47%,0.46875,0.4,32,30,1.75,Sorana Cirstea,Womens,Dog
308,Liudmila Samsonova,Jasmine Paolini,50%,1.16,63%,0.6341463414634146,0.5,41,22,1.16,Liudmila Samsonova,Womens,Fav
309,Petra Martic,Viktorija Golubic,36%,1.73,43%,0.42857142857142855,0.36,14,25,1.73,Petra Martic,Womens,Fav
310,Veronika Kudermetova,Maryna Zanevska,40%,1.17,73%,0.7333333333333333,0.4,30,5,1.17,Veronika Kudermetova,Womens,Fav
311,Karolina Pliskova,Xiyu Wang,33%,1.29,60%,0.6,0.3333333333333333,30,9,1.29,Karolina Pliskova,Womens,Fav
312,Antoine Escoffier,Antoine Escoffier,83%,1.99,47%,0.4666666666666667,0.8333333333333334,15,12,1.75,Stefano Travaglia,Mens,Dog
313,Caroline Garcia,Katherine Sebov,33%,1.12,80%,0.8,0.3333333333333333,10,6,1.12,Caroline Garcia,Womens,Fav
314,Anett Kontaveit,Julia Grabher,33%,1.08,81%,0.8064516129032258,0.3333333333333333,31,6,1.08,Anett Kontaveit,Womens,Fav
315,Gianluca Mager,Lukas Rosol,89%,1.85,45%,0.45454545454545453,0.8888888888888888,11,9,1.85,Gianluca Mager,Mens,Fav
316,Shelby Rogers,Arianne Hartono,20%,1.15,70%,0.7,0.2,10,5,1.15,Shelby Rogers,Womens,Fav
317,Anna Karolina Schmiedlova,Anna Karolina Schmiedlova,17%,1.95,60%,0.6,0.16666666666666666,10,6,1.86,Martina Trevisan,Womens,Dog
318,Ekaterina Alexandrova,Ysaline Bonaventure,71%,1.37,42%,0.42105263157894735,0.7142857142857143,19,7,1.37,Ekaterina Alexandrova,Womens,Fav
319,Taylor Townsend,Diane Parry,40%,1.49,50%,0.5,0.4,10,10,1.49,Taylor Townsend,Womens,Fav
320,Camila Giorgi,Anastasia Pavlyuchenkova,42%,1.76,60%,0.6,0.4166666666666667,10,12,1.76,Camila Giorgi,Womens,Fav
321,Leylah Fernandez,Alize Cornet,42%,1.6,39%,0.3888888888888889,0.42105263157894735,18,38,1.6,Leylah Fernandez,Womens,Fav
322,Kimberly Birrell,Kimberly Birrell,20%,5.29,70%,0.7,0.2,10,5,1.16,Kaia Kanepi,Womens,Dog
323,Elise Mertens,Elise Mertens,57%,2.06,50%,0.5,0.5675675675675675,36,37,1.78,Garbine Muguruza,Womens,Dog
324,Aryna Sabalenka,Tereza Martincova,35%,1.09,62%,0.6153846153846154,0.34615384615384615,26,26,1.09,Aryna Sabalenka,Womens,Fav
325,Daniel Michalski,Dominik Palan,20%,1.62,33%,0.3333333333333333,0.2,6,5,1.62,Daniel Michalski,Mens,Fav
326,Linda Fruhvirtova,Jaimee Fourlis,20%,1.27,82%,0.8181818181818182,0.2,11,5,1.27,Linda Fruhvirtova,Womens,Fav
327,Yosuke Watanuki,Yosuke Watanuki,50%,2.29,65%,0.65,0.5,20,10,1.63,Arthur Rinderknech,Mens,Dog
328,Yoshihito Nishioka,Yoshihito Nishioka,58%,1.94,59%,0.59375,0.5789473684210527,32,38,1.87,Mikael Ymer,Mens,Dog
329,Sebastian Korda,Cristian Garin,24%,1.08,67%,0.6666666666666666,0.23529411764705882,27,17,1.08,Sebastian Korda,Mens,Fav
330,Hubert Hurkacz,Pedro Martinez,39%,1.05,70%,0.7021276595744681,0.3888888888888889,47,18,1.05,Hubert Hurkacz,Mens,Fav
331,Tomas Martin Etcheverry,Tomas Martin Etcheverry,17%,2.35,67%,0.6666666666666666,0.16666666666666666,18,6,1.6,Gregoire Barrere,Mens,Dog
332,Juncheng Shang,Juncheng Shang,38%,2.78,82%,0.8235294117647058,0.375,17,8,1.44,Oscar Otte,Mens,Dog
333,Botic Van De Zandschulp,Ilya Ivashka,45%,1.39,55%,0.5517241379310345,0.45161290322580644,29,31,1.39,Botic Van De Zandschulp,Mens,Fav
334,Corentin Moutet,Corentin Moutet,73%,2.34,83%,0.8333333333333334,0.7333333333333333,12,15,1.6,Yibing Wu,Mens,Dog
335,Sho Shimabukuro,Mats Moraing,42%,1.76,45%,0.45454545454545453,0.4166666666666667,11,12,1.76,Sho Shimabukuro,Mens,Fav
336,Riccardo Bonadio,Riccardo Bonadio,20%,2.16,33%,0.3333333333333333,0.2,15,5,1.63,Manuel Guinard,Mens,Dog
337,Hoang Ly Nam,Hoang Ly Nam,60%,2.21,27%,0.2727272727272727,0.6,11,5,1.61,David Ionel Nicholas,Mens,Dog
338,James Duckworth,Beibit Zhukayev,20%,1.23,82%,0.8181818181818182,0.2,11,5,1.23,James Duckworth,Mens,Fav
339,Denis Shapovalov,Dusan Lajovic,27%,1.08,68%,0.6785714285714286,0.2727272727272727,28,22,1.08,Denis Shapovalov,Mens,Fav
340,Kacper Zuk,Evan Furness,60%,1.86,50%,0.5,0.6,14,10,1.86,Kacper Zuk,Mens,Fav
341,Chan Hong Seong,Kasidit Samrej,20%,1.27,80%,0.8,0.2,10,5,1.27,Chan Hong Seong,Mens,Fav
342,Jannik Sinner,Kyle Edmund,0%,1.05,80%,0.8,0.0,10,5,1.05,Jannik Sinner,Mens,Fav
343,Tallon Griekspoor,Pavel Kotov,50%,1.36,54%,0.5384615384615384,0.5,13,8,1.36,Tallon Griekspoor,Mens,Fav
344,Lorenzo Sonego,Nuno Borges,40%,1.34,56%,0.5555555555555556,0.4,18,5,1.34,Lorenzo Sonego,Mens,Fav
345,Karen Khachanov,Bernabe Zapata Miralles,33%,1.06,69%,0.6904761904761905,0.3333333333333333,42,9,1.06,Karen Khachanov,Mens,Fav
346,Daniil Medvedev,Marcos Giron,37%,1.03,80%,0.8032786885245902,0.36666666666666664,61,30,1.03,Daniil Medvedev,Mens,Fav
347,Lloyd Harris,Lloyd Harris,33%,3.34,50%,0.5,0.3333333333333333,10,21,1.34,Lorenzo Musetti,Mens,Dog
348,Constant Lestienne,Constant Lestienne,59%,2.05,41%,0.4074074074074074,0.5882352941176471,27,17,1.78,Thiago Monteiro,Mens,Dog
349,Stefanos Tsitsipas,Quentin Halys,40%,1.14,74%,0.74,0.4,50,5,1.14,Stefanos Tsitsipas,Mens,Fav
350,Cristina Bucsa,Eva Lys,60%,1.9,60%,0.6,0.6,20,5,1.9,Cristina Bucsa,Womens,Fav
351,Felix Auger Aliassime,Vasek Pospisil,29%,1.07,79%,0.7894736842105263,0.2857142857142857,19,7,1.07,Felix Auger Aliassime,Mens,Fav
352,Cameron Norrie,Luca Van Assche,20%,1.07,90%,0.9,0.2,10,5,1.07,Cameron Norrie,Mens,Fav
353,Rinky Hijikata,Rinky Hijikata,62%,1.97,73%,0.7272727272727273,0.6153846153846154,11,13,1.84,Yannick Hanfmann,Mens,Dog
354,Mackenzie Mcdonald,Mackenzie Mcdonald,44%,2.54,61%,0.6136363636363636,0.44,44,50,1.52,Brandon Nakashima,Mens,Dog
355,Alex Molcan,Alex Molcan,75%,3.73,43%,0.42857142857142855,0.75,14,12,1.28,Stan Wawrinka,Mens,Dog
356,Christopher Eubanks,Christopher Eubanks,35%,2.37,65%,0.6521739130434783,0.35294117647058826,23,17,1.59,Soon Woo Kwon,Mens,Dog
357,John Millman,John Millman,47%,2.18,38%,0.38461538461538464,0.46875,13,32,1.69,Marc Andrea Huesler,Mens,Dog
358,Dalibor Svrcina,Dalibor Svrcina,33%,2.65,64%,0.6363636363636364,0.3333333333333333,11,6,1.48,Jaume Munar,Mens,Dog
359,Jason Kubler,Sebastian Baez,17%,1.33,42%,0.4166666666666667,0.16666666666666666,12,12,1.33,Jason Kubler,Mens,Fav
360,Jiri Lehecka,Jiri Lehecka,47%,3.19,46%,0.46153846153846156,0.4666666666666667,13,15,1.35,Borna Coric,Mens,Dog
361,Taro Daniel,Ernesto Escobedo,40%,1.56,67%,0.6666666666666666,0.4,12,10,1.56,Taro Daniel,Mens,Fav
362,Rafael Nadal,Jack Draper,53%,1.38,68%,0.68,0.5294117647058824,25,17,1.38,Rafael Nadal,Mens,Fav
363,Frances Tiafoe,Daniel Altmaier,0%,1.1,70%,0.696969696969697,0.0,33,7,1.1,Frances Tiafoe,Mens,Fav
364,Marton Fucsovics,Federico Coria,23%,1.15,40%,0.4,0.23076923076923078,30,13,1.15,Marton Fucsovics,Mens,Fav
365,Shintaro Mochizuki,Keegan Smith,80%,1.67,50%,0.5,0.8,10,5,1.67,Shintaro Mochizuki,Mens,Fav
366,Evgeny Donskoy,Henri Squire,50%,1.57,92%,0.9166666666666666,0.5,12,8,1.57,Evgeny Donskoy,Mens,Fav
367,Arthur Cazaux,Federico Gaio,36%,1.19,82%,0.8181818181818182,0.35714285714285715,11,14,1.19,Arthur Cazaux,Mens,Fav
368,Anna Bondar,Anna Bondar,27%,3.01,42%,0.4166666666666667,0.26666666666666666,12,15,1.39,Ana Bogdan,Womens,Dog
369,Qinwen Zheng,Dalma Galfi,22%,1.11,74%,0.7368421052631579,0.2222222222222222,19,9,1.11,Qinwen Zheng,Womens,Fav
370,Aliaksandra Sasnovich,Brenda Fruhvirtova,60%,1.42,77%,0.7692307692307693,0.6,13,5,1.42,Aliaksandra Sasnovich,Womens,Fav
371,Jelena Ostapenko,Dayana Yastremska,27%,1.41,76%,0.7647058823529411,0.2727272727272727,17,22,1.41,Jelena Ostapenko,Womens,Fav
372,Victoria Azarenka,Sofia Kenin,22%,1.44,80%,0.8,0.2222222222222222,10,18,1.44,Victoria Azarenka,Womens,Fav
373,Anhelina Kalinina,Coco Vandeweghe,43%,1.35,86%,0.8571428571428571,0.42857142857142855,14,7,1.35,Anhelina Kalinina,Womens,Fav
374,Karolina Muchova,Lesia Tsurenko,56%,1.65,50%,0.5,0.5555555555555556,12,18,1.65,Karolina Muchova,Womens,Fav
375,Petra Kvitova,Alison Van Uytvanck,11%,1.24,65%,0.6470588235294118,0.1111111111111111,34,9,1.24,Petra Kvitova,Womens,Fav
376,Barbora Krejcikova,Sara Bejlek,80%,1.2,70%,0.7,0.8,10,5,1.2,Barbora Krejcikova,Womens,Fav
377,Bernarda Pera,Moyuka Uchijima,20%,1.25,45%,0.45454545454545453,0.2,11,5,1.25,Bernarda Pera,Womens,Fav
378,Cori Gauff,Katerina Siniakova,41%,1.27,60%,0.5952380952380952,0.4090909090909091,42,22,1.27,Cori Gauff,Womens,Fav
379,Emma Raducanu,Tamara Korpatsch,33%,1.16,57%,0.5652173913043478,0.3333333333333333,23,6,1.16,Emma Raducanu,Womens,Fav
380,Dominik Palan,Dominik Palan,20%,2.32,50%,0.5,0.2,10,5,1.54,Vladyslav Orlov,Mens,Dog
381,Bianca Andreescu,Marie Bouzkova,45%,1.74,47%,0.47058823529411764,0.45161290322580644,17,31,1.74,Bianca Andreescu,Womens,Fav
382,Marta Kostyuk,Marta Kostyuk,41%,1.96,58%,0.5769230769230769,0.4117647058823529,26,34,1.85,Amanda Anisimova,Womens,Dog
383,Danielle Collins,Anna Kalinskaya,54%,1.41,72%,0.7241379310344828,0.5384615384615384,29,26,1.41,Danielle Collins,Womens,Fav
384,Diana Shnaider,Kristina Kucova,38%,1.23,62%,0.625,0.38461538461538464,8,13,1.23,Diana Shnaider,Womens,Fav
385,Kateryna Baindl,Kamilla Rakhimova,32%,1.89,46%,0.46153846153846156,0.3157894736842105,13,19,1.89,Kateryna Baindl,Womens,Fav
386,Jessica Pegula,Jaqueline Adina Cristian,0%,1.06,91%,0.9090909090909091,0.0,11,6,1.06,Jessica Pegula,Womens,Fav
387,Caty Mcnally,Laura Pigossi,0%,1.16,55%,0.55,0.0,20,6,1.16,Caty Mcnally,Womens,Fav
388,Camila Osorio,Panna Udvardy,0%,1.41,41%,0.4117647058823529,0.0,17,5,1.41,Camila Osorio,Womens,Fav
389,Stuart Parker,Makoto Ochi,20%,1.32,80%,0.8,0.2,10,5,1.32,Stuart Parker,Mens,Fav
