,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
786,Alexandre Muller,James McCabe,20%,1.25,55%,0.5454545454545454,0.2,11,5,1.25,Alexandre Muller,Mens,Fav
787,Dalibor Svrcina,Dalibor Svrcina,40%,2.07,50%,0.5,0.4,10,5,1.71,Paul Jubb,Mens,Dog
788,Oleksii Krutykh,Oleksii Krutykh,33%,1.92,76%,0.7647058823529411,0.3333333333333333,34,6,1.83,Stefan Kozlov,Mens,Dog
789,Gastao Elias,Gastao Elias,50%,2.03,36%,0.35714285714285715,0.5,14,6,1.76,Kaichi Uchida,Mens,Dog
790,Alejandro Tabilo,Nikola Milojevic,50%,1.43,90%,0.9,0.5,10,8,1.43,Alejandro Tabilo,Mens,Fav
791,Dane Sweeny,Vit Kopriva,60%,1.82,50%,0.5,0.6,10,5,1.82,Dane Sweeny,Mens,Fav
792,Nicolas Kicker,Nicolas Kicker,40%,1.99,10%,0.1,0.4,10,5,1.78,Federico Delbonis,Mens,Dog
793,Brandon Holt,Brandon Holt,25%,2.32,81%,0.8125,0.25,16,8,1.58,Radu Albot,Mens,Dog
794,Adam Walton,Adam Walton,20%,2.35,45%,0.45454545454545453,0.2,11,5,1.57,Pablo Andujar,Mens,Dog
795,Max Purcell,Marco Cecchinato,0%,1.54,25%,0.25,0.0,12,5,1.54,Max Purcell,Mens,Fav
796,Sebastian Ofner,Felipe Meligeni Alves,20%,1.45,40%,0.4,0.2,10,5,1.45,Sebastian Ofner,Mens,Fav
797,Jessica Pegula,Martina Trevisan,9%,1.09,65%,0.6530612244897959,0.09090909090909091,49,11,1.09,Jessica Pegula,Womens,Fav
798,Madison Keys,Lucia Bronzetti,20%,1.14,63%,0.6285714285714286,0.2,35,5,1.14,Madison Keys,Womens,Fav
799,Dino Prizmic,Clement Tabur,60%,1.26,80%,0.8,0.6,5,5,1.26,Dino Prizmic,Mens,Fav
800,Karl Friberg,Karl Friberg,40%,2.44,60%,0.6,0.4,10,5,1.49,Maxime Janvier,Mens,Dog
801,Giovanni Fonio,Akira Santillan,17%,1.81,60%,0.6,0.16666666666666666,5,6,1.81,Giovanni Fonio,Mens,Fav
802,Rudolf Molleker,Edan Leshem,40%,1.79,29%,0.2857142857142857,0.4,7,5,1.79,Rudolf Molleker,Mens,Fav
803,Aryna Sabalenka,Linda Noskova,71%,1.35,64%,0.6363636363636364,0.7142857142857143,11,7,1.35,Aryna Sabalenka,Womens,Fav
804,Illya Marchenko,Alexey Vatutin,67%,1.68,55%,0.5454545454545454,0.6666666666666666,11,6,1.68,Illya Marchenko,Mens,Fav
805,Cori Gauff,Rebeka Masarova,60%,1.17,80%,0.8,0.6,10,5,1.17,Cori Gauff,Womens,Fav
806,Anna Blinkova,Panna Udvardy,0%,1.33,50%,0.5,0.0,24,5,1.33,Anna Blinkova,Womens,Fav
807,Karolina Pliskova,Karolina Pliskova,63%,2.02,55%,0.5454545454545454,0.6333333333333333,33,30,1.75,Shelby Rogers,Womens,Dog
808,Qinwen Zheng,Anastasia Potapova,39%,1.42,57%,0.5652173913043478,0.391304347826087,23,23,1.42,Qinwen Zheng,Womens,Fav
809,Belen Teichmann Jil,Belen Teichmann Jil,14%,2.42,42%,0.4230769230769231,0.14285714285714285,26,7,1.53,Amanda Anisimova,Womens,Dog
810,Sorana Cirstea,Sorana Cirstea,44%,2.07,55%,0.5517241379310345,0.4444444444444444,29,27,1.72,Kaia Kanepi,Womens,Dog
811,Lauren Davis,Kateryna Baindl,55%,1.44,58%,0.5833333333333334,0.5454545454545454,12,11,1.44,Lauren Davis,Womens,Fav
812,Anna Kalinskaya,Alison Riske Amritraj,54%,1.57,60%,0.6,0.5405405405405406,30,37,1.57,Anna Kalinskaya,Womens,Fav
813,Tereza Martincova,Tereza Martincova,62%,2.25,48%,0.47619047619047616,0.6153846153846154,21,26,1.61,Kaja Juvan,Womens,Dog
814,Maryna Zanevska,Kristina Kucova,33%,1.32,77%,0.7692307692307693,0.3333333333333333,13,15,1.32,Maryna Zanevska,Womens,Fav
815,Tamara Zidansek,Tamara Zidansek,56%,1.89,46%,0.46153846153846156,0.5625,13,16,1.84,Diane Parry,Womens,Dog
816,Nuria Parrizas Diaz,Nuria Parrizas Diaz,38%,2.21,42%,0.42105263157894735,0.375,19,24,1.63,Xin Yu Wang,Womens,Dog
817,Yuta Shimizu,Yuta Shimizu,29%,1.93,45%,0.45454545454545453,0.2857142857142857,11,7,1.79,Giovanni Oradini,Mens,Dog
818,Katerina Siniakova,Katerina Siniakova,41%,1.9,43%,0.42857142857142855,0.4074074074074074,14,27,1.83,Ana Bogdan,Womens,Dog
819,Robin Haase,Robin Haase,20%,4.08,82%,0.8181818181818182,0.2,11,5,1.22,Marton Fucsovics,Mens,Dog
820,Taylor Fritz,Matteo Berrettini,48%,1.68,69%,0.6938775510204082,0.48,49,25,1.68,Taylor Fritz,Mens,Fav
821,Frances Tiafoe,Lorenzo Musetti,36%,1.65,59%,0.5869565217391305,0.36363636363636365,46,22,1.65,Frances Tiafoe,Mens,Fav
822,Novak Djokovic,Sebastian Korda,54%,1.14,88%,0.875,0.5405405405405406,32,37,1.14,Novak Djokovic,Mens,Fav
823,Joris De Loore,Filip Cristian Jianu,30%,1.5,80%,0.8,0.3,10,10,1.5,Joris De Loore,Mens,Fav
824,Filip Cristian Jianu,Filip Cristian Jianu,22%,2.36,50%,0.5,0.2222222222222222,8,9,1.56,Raphael Collignon,Mens,Dog
825,Christopher Oconnell,Rinky Hijikata,57%,1.59,53%,0.5333333333333333,0.5714285714285714,15,7,1.59,Christopher Oconnell,Mens,Fav
826,John Millman,Bernabe Zapata Miralles,33%,1.83,46%,0.46153846153846156,0.3333333333333333,26,9,1.83,John Millman,Mens,Fav
827,Tomas Martin Etcheverry,Luke Saville,20%,1.31,50%,0.5,0.2,10,5,1.31,Tomas Martin Etcheverry,Mens,Fav
828,Tomas Machac,Tomas Machac,43%,2.11,62%,0.6190476190476191,0.42857142857142855,21,7,1.68,Oscar Otte,Mens,Dog
829,Mikael Ymer,Nikoloz Basilashvili,40%,1.27,60%,0.6,0.4,30,25,1.27,Mikael Ymer,Mens,Fav
830,Jordan Thompson,Jordan Thompson,50%,2.38,70%,0.6956521739130435,0.5,23,18,1.54,Roman Safiullin,Mens,Dog
831,Soon Woo Kwon,Vasek Pospisil,40%,1.63,56%,0.56,0.4,25,15,1.63,Soon Woo Kwon,Mens,Fav
832,Jiri Lehecka,Facundo Bagnis,31%,1.35,50%,0.5,0.3076923076923077,16,13,1.35,Jiri Lehecka,Mens,Fav
833,Gregoire Barrere,Federico Coria,33%,1.29,64%,0.6428571428571429,0.3333333333333333,14,9,1.29,Gregoire Barrere,Mens,Fav
834,Stuart Parker,Federico Gaio,67%,1.55,70%,0.7,0.6666666666666666,10,6,1.55,Stuart Parker,Mens,Fav
835,Arthur Cazaux,Keegan Smith,40%,1.45,70%,0.7,0.4,10,5,1.45,Arthur Cazaux,Mens,Fav
836,Omni Kumar,Sergey Fomin,17%,1.58,20%,0.2,0.16666666666666666,10,6,1.58,Omni Kumar,Mens,Fav
837,Jason Jung,Dominik Palan,38%,1.45,40%,0.4,0.375,10,8,1.45,Jason Jung,Mens,Fav
838,Thiago Monteiro,Daniel Altmaier,29%,1.66,44%,0.4444444444444444,0.2857142857142857,18,14,1.66,Thiago Monteiro,Mens,Fav
839,Federico Coria,Federico Coria,20%,2.97,27%,0.2727272727272727,0.2,11,5,1.37,Luca Van Assche,Mens,Dog
840,Christopher Eubanks,Joao Sousa,35%,1.55,59%,0.5909090909090909,0.35294117647058826,22,17,1.55,Christopher Eubanks,Mens,Fav
841,Kaia Kanepi,Anna Bondar,21%,1.28,65%,0.65,0.21428571428571427,20,14,1.28,Kaia Kanepi,Womens,Fav
842,Anastasia Potapova,Dalma Galfi,40%,1.26,59%,0.59375,0.4,32,10,1.26,Anastasia Potapova,Womens,Fav
843,Belen Teichmann Jil,Olivia Tjandramulia,0%,1.01,27%,0.2727272727272727,0.0,11,5,1.01,Belen Teichmann Jil,Womens,Fav
844,Ana Bogdan,Ana Bogdan,38%,2.01,42%,0.4186046511627907,0.375,43,8,1.75,Shuai Zhang,Womens,Dog
845,Shelby Rogers,Shelby Rogers,52%,2.23,45%,0.4473684210526316,0.5217391304347826,38,23,1.61,Marta Kostyuk,Womens,Dog
846,Anna Kalinskaya,Aliaksandra Sasnovich,61%,1.83,61%,0.6071428571428571,0.6097560975609756,28,41,1.83,Anna Kalinskaya,Womens,Fav
847,Kateryna Baindl,Kateryna Baindl,50%,2.7,47%,0.4666666666666667,0.5,15,10,1.43,Viktorija Golubic,Womens,Dog
848,Lauren Davis,Kamilla Rakhimova,35%,1.67,45%,0.45454545454545453,0.35294117647058826,11,17,1.67,Lauren Davis,Womens,Fav
849,Kristina Kucova,Kristina Kucova,29%,2.98,60%,0.6,0.2857142857142857,10,14,1.37,Tamara Korpatsch,Womens,Dog
850,Anna Blinkova,Varvara Gracheva,52%,1.66,48%,0.47619047619047616,0.5151515151515151,21,33,1.66,Anna Blinkova,Womens,Fav
851,Kaja Juvan,Julia Grabher,33%,1.42,50%,0.5,0.3333333333333333,18,6,1.42,Kaja Juvan,Womens,Fav
852,Amanda Anisimova,Taylor Townsend,40%,1.46,91%,0.9090909090909091,0.4,11,5,1.46,Amanda Anisimova,Womens,Fav
853,Sorana Cirstea,Camila Giorgi,54%,1.7,57%,0.5714285714285714,0.5416666666666666,21,24,1.7,Sorana Cirstea,Womens,Fav
854,Gregoire Barrere,Alexandar Lazarov,20%,1.34,90%,0.9,0.2,10,5,1.34,Gregoire Barrere,Mens,Fav
855,Cori Gauff,Danka Kovinic,40%,1.15,76%,0.7575757575757576,0.4,33,5,1.15,Cori Gauff,Womens,Fav
856,Karolina Pliskova,Jule Niemeier,36%,1.54,61%,0.6086956521739131,0.36363636363636365,23,11,1.54,Karolina Pliskova,Womens,Fav
857,Stefanos Tsitsipas,Matteo Berrettini,50%,1.65,67%,0.6666666666666666,0.5,54,24,1.65,Stefanos Tsitsipas,Mens,Fav
858,Taylor Fritz,Hubert Hurkacz,62%,1.62,68%,0.6808510638297872,0.6170212765957447,47,47,1.62,Taylor Fritz,Mens,Fav
859,Novak Djokovic,Daniil Medvedev,71%,1.54,86%,0.8571428571428571,0.7068965517241379,28,58,1.54,Novak Djokovic,Mens,Fav
860,Tallon Griekspoor,Tallon Griekspoor,54%,2.27,60%,0.6,0.5416666666666666,20,24,1.64,Benjamin Bonzi,Mens,Dog
861,Marton Fucsovics,Leandro Riedi,62%,1.63,50%,0.5,0.625,16,8,1.63,Marton Fucsovics,Mens,Fav
862,Raul Brancaccio,Laurent Lokoli,38%,1.79,36%,0.36363636363636365,0.375,11,8,1.79,Raul Brancaccio,Mens,Fav
863,Dennis Novak,Tung lin Wu,83%,1.79,80%,0.8,0.8333333333333334,15,6,1.79,Dennis Novak,Mens,Fav
864,Sebastian Korda,Yoshihito Nishioka,54%,1.34,57%,0.5714285714285714,0.5428571428571428,42,35,1.34,Sebastian Korda,Mens,Fav
865,Christopher Eubanks,Dusan Lajovic,20%,1.57,55%,0.5454545454545454,0.2,22,5,1.57,Christopher Eubanks,Mens,Fav
866,Facundo Bagnis,Chun Hsin Tseng,33%,1.84,50%,0.5,0.3333333333333333,12,9,1.84,Facundo Bagnis,Mens,Fav
867,Madison Keys,Magda Linette,41%,1.53,61%,0.6052631578947368,0.4090909090909091,38,22,1.53,Madison Keys,Womens,Fav
868,Linda Noskova,Linda Noskova,67%,3.37,93%,0.9333333333333333,0.6666666666666666,15,6,1.32,Ons Jabeur,Womens,Dog
869,Aryna Sabalenka,Irina Camelia Begu,71%,1.36,53%,0.5277777777777778,0.7058823529411765,36,17,1.36,Aryna Sabalenka,Womens,Fav
870,Ajeet Rai,Ajeet Rai,50%,9.18,70%,0.7,0.5,10,6,1.05,Taro Daniel,Mens,Dog
871,Rebeka Masarova,Ysaline Bonaventure,64%,1.81,55%,0.5454545454545454,0.6363636363636364,11,11,1.81,Rebeka Masarova,Womens,Fav
872,Cem Ilkel,Gabriel Debru,60%,1.34,100%,1.0,0.6,10,5,1.34,Cem Ilkel,Mens,Fav
873,Martina Trevisan,Martina Trevisan,8%,7.78,61%,0.6111111111111112,0.08333333333333333,54,12,1.08,Maria Sakkari,Womens,Dog
874,Jessica Pegula,Jessica Pegula,63%,3.68,78%,0.7818181818181819,0.631578947368421,55,38,1.27,Iga Swiatek,Womens,Dog
875,Ons Jabeur,Marta Kostyuk,30%,1.37,76%,0.7586206896551724,0.30434782608695654,29,23,1.37,Ons Jabeur,Womens,Fav
876,Linda Noskova,Linda Noskova,67%,2.58,91%,0.9090909090909091,0.6666666666666666,11,9,1.51,Victoria Azarenka,Womens,Dog
877,Ysaline Bonaventure,Ysaline Bonaventure,67%,3.84,73%,0.7272727272727273,0.6666666666666666,11,6,1.26,Leylah Fernandez,Womens,Dog
878,Aryna Sabalenka,Marketa Vondrousova,63%,1.8,62%,0.625,0.631578947368421,16,19,1.8,Aryna Sabalenka,Womens,Fav
879,Rebeka Masarova,Rebeka Masarova,57%,2.91,55%,0.5454545454545454,0.5714285714285714,11,7,1.41,Karolina Muchova,Womens,Dog
880,Danka Kovinic,Danka Kovinic,29%,2.12,60%,0.6,0.2857142857142857,10,7,1.73,Viktoria Kuzmova,Womens,Dog
881,Cori Gauff,Lin Zhu,40%,1.09,80%,0.8,0.4,25,5,1.09,Cori Gauff,Womens,Fav
882,Filip Cristian Jianu,Filip Cristian Jianu,12%,2.13,40%,0.4,0.125,10,8,1.67,Maximilian Neuchrist,Mens,Dog
883,Irina Camelia Begu,Irina Camelia Begu,65%,3.86,50%,0.5,0.6470588235294118,46,17,1.26,Veronika Kudermetova,Womens,Dog
884,Dennis Novak,Antoine Escoffier,38%,1.45,69%,0.6923076923076923,0.38461538461538464,13,13,1.45,Dennis Novak,Mens,Fav
885,Raphael Collignon,Edan Leshem,83%,1.37,43%,0.42857142857142855,0.8333333333333334,7,6,1.37,Raphael Collignon,Mens,Fav
886,Laurent Lokoli,Laurent Lokoli,29%,2.28,58%,0.5789473684210527,0.2857142857142857,19,7,1.61,Ryan Peniston,Mens,Dog
887,Tung lin Wu,Tung lin Wu,100%,2.77,90%,0.9,1.0,10,5,1.41,Lloyd Harris,Mens,Dog
888,Frances Tiafoe,Kacper Zuk,29%,1.07,73%,0.7272727272727273,0.2857142857142857,11,7,1.07,Frances Tiafoe,Mens,Fav
889,Daniil Medvedev,Karen Khachanov,46%,1.24,72%,0.7213114754098361,0.46153846153846156,61,39,1.24,Daniil Medvedev,Mens,Fav
890,Sebastian Korda,Sebastian Korda,56%,2.46,67%,0.6666666666666666,0.5641025641025641,39,39,1.55,Jannik Sinner,Mens,Dog
891,Yoshihito Nishioka,Alexei Popyrin,33%,1.7,77%,0.7727272727272727,0.3333333333333333,22,24,1.7,Yoshihito Nishioka,Mens,Fav
892,Novak Djokovic,Denis Shapovalov,51%,1.15,87%,0.8666666666666667,0.5135135135135135,30,37,1.15,Novak Djokovic,Mens,Fav
893,Tallon Griekspoor,Tallon Griekspoor,52%,2.48,50%,0.5,0.5217391304347826,26,23,1.54,Aslan Karatsev,Mens,Dog
894,Benjamin Bonzi,Filip Krajinovic,24%,1.53,38%,0.38461538461538464,0.23529411764705882,26,17,1.53,Benjamin Bonzi,Mens,Fav
895,Marton Fucsovics,Yosuke Watanuki,54%,1.61,43%,0.42857142857142855,0.5384615384615384,14,13,1.61,Marton Fucsovics,Mens,Fav
896,Leandro Riedi,Leandro Riedi,80%,1.99,43%,0.42857142857142855,0.8,14,10,1.76,Jan Lennard Struff,Mens,Dog
897,Raul Brancaccio,Raul Brancaccio,40%,2.84,64%,0.6363636363636364,0.4,11,5,1.4,Cristian Garin,Mens,Dog
898,Benjamin Bonzi,Benjamin Bonzi,38%,2.23,53%,0.5333333333333333,0.375,30,24,1.65,Botic Van De Zandschulp,Mens,Dog
899,Irina Camelia Begu,Irina Camelia Begu,58%,2.8,48%,0.4772727272727273,0.5789473684210527,44,19,1.44,Jelena Ostapenko,Womens,Dog
900,Raphael Collignon,Lorenzo Giustino,43%,1.34,33%,0.3333333333333333,0.42857142857142855,6,7,1.34,Raphael Collignon,Mens,Fav
901,Ons Jabeur,Sorana Cirstea,35%,1.28,61%,0.6052631578947368,0.35294117647058826,38,17,1.28,Ons Jabeur,Womens,Fav
902,Victoria Azarenka,Victoria Azarenka,62%,2.14,53%,0.5263157894736842,0.6216216216216216,19,37,1.71,Qinwen Zheng,Womens,Dog
903,Edan Leshem,Edan Leshem,60%,2.3,75%,0.75,0.6,12,5,1.56,Jay Clarke,Mens,Dog
904,Linda Noskova,Claire Liu,50%,1.69,60%,0.6,0.5,10,12,1.69,Linda Noskova,Womens,Fav
905,Lin Zhu,Venus Williams,20%,1.44,60%,0.6,0.2,10,5,1.44,Lin Zhu,Womens,Fav
906,Ysaline Bonaventure,Ysaline Bonaventure,62%,2.33,52%,0.5238095238095238,0.625,21,8,1.6,Rebecca Marino,Womens,Dog
907,Viktoria Kuzmova,Viktoria Kuzmova,62%,2.82,67%,0.6666666666666666,0.6153846153846154,15,13,1.43,Emma Raducanu,Womens,Dog
908,Karolina Muchova,Gabriela Ruse Elena,60%,1.34,50%,0.5,0.6,10,5,1.34,Karolina Muchova,Womens,Fav
909,Cori Gauff,Sofia Kenin,27%,1.21,82%,0.8181818181818182,0.2727272727272727,11,11,1.21,Cori Gauff,Womens,Fav
910,Rebeka Masarova,Rebeka Masarova,43%,2.19,50%,0.5,0.42857142857142855,14,7,1.67,Anna Blinkova,Womens,Dog
911,Danka Kovinic,Danka Kovinic,14%,2.76,33%,0.3333333333333333,0.14285714285714285,18,7,1.44,Lauren Davis,Womens,Dog
912,Joris De Loore,Goncalo Oliveira,60%,1.27,80%,0.8,0.6,10,5,1.27,Joris De Loore,Mens,Fav
913,Leylah Fernandez,Julia Grabher,40%,1.15,67%,0.6666666666666666,0.4,12,5,1.15,Leylah Fernandez,Womens,Fav
914,Tung lin Wu,Evgeny Donskoy,35%,1.75,80%,0.8,0.35294117647058826,10,17,1.75,Tung lin Wu,Mens,Fav
915,Laurent Lokoli,Rubin Statham,60%,1.17,64%,0.6363636363636364,0.6,11,5,1.17,Laurent Lokoli,Mens,Fav
916,Dennis Novak,Marek Gengel,22%,1.34,50%,0.5,0.2222222222222222,10,9,1.34,Dennis Novak,Mens,Fav
917,Jannik Sinner,Thanasi Kokkinakis,50%,1.25,84%,0.8387096774193549,0.5,31,14,1.25,Jannik Sinner,Mens,Fav
918,Novak Djokovic,Quentin Halys,57%,1.03,94%,0.9375,0.5714285714285714,16,7,1.03,Novak Djokovic,Mens,Fav
919,Denis Shapovalov,Roman Safiullin,58%,1.45,64%,0.6428571428571429,0.5833333333333334,28,12,1.45,Denis Shapovalov,Mens,Fav
920,Botic Van De Zandschulp,Maximilian Marterer,40%,1.42,69%,0.6923076923076923,0.4,13,5,1.42,Botic Van De Zandschulp,Mens,Fav
921,Tallon Griekspoor,Tallon Griekspoor,41%,2.8,76%,0.7619047619047619,0.4117647058823529,21,17,1.44,Marin Cilic,Mens,Dog
922,Aslan Karatsev,Pedro Martinez,44%,1.48,46%,0.45714285714285713,0.4444444444444444,35,27,1.48,Aslan Karatsev,Mens,Fav
923,Marton Fucsovics,Marc Polmans,25%,1.37,80%,0.8,0.25,10,8,1.37,Marton Fucsovics,Mens,Fav
924,Sebastian Korda,Roberto Bautista Agut,62%,1.8,54%,0.5384615384615384,0.6153846153846154,39,39,1.8,Sebastian Korda,Mens,Fav
925,Jan Lennard Struff,Enzo Couacaud,50%,1.69,45%,0.45454545454545453,0.5,11,24,1.69,Jan Lennard Struff,Mens,Fav
926,Leandro Riedi,Liam Broady,66%,1.62,73%,0.7272727272727273,0.6571428571428571,11,35,1.62,Leandro Riedi,Mens,Fav
927,Raul Brancaccio,Benoit Paire,20%,1.68,33%,0.3333333333333333,0.2,12,5,1.68,Raul Brancaccio,Mens,Fav
928,Ryan Peniston,Damir Dzumhur,64%,1.68,56%,0.5625,0.6363636363636364,16,11,1.68,Ryan Peniston,Mens,Fav
929,Lloyd Harris,Hsiou Hsu Yu,43%,1.26,90%,0.9,0.42857142857142855,10,7,1.26,Lloyd Harris,Mens,Fav
930,Antoine Escoffier,Antoine Escoffier,46%,2.4,54%,0.5384615384615384,0.46153846153846156,13,13,1.53,Max Purcell,Mens,Dog
931,Yosuke Watanuki,Norbert Gombos,62%,1.62,58%,0.5833333333333334,0.6153846153846154,12,13,1.62,Yosuke Watanuki,Mens,Fav
932,Joris De Loore,Aziz Dougaz,80%,1.37,64%,0.6363636363636364,0.8,11,5,1.37,Joris De Loore,Mens,Fav
933,Jay Clarke,Jay Clarke,80%,2.01,30%,0.3,0.8,10,10,1.75,Gabriel Decamps,Mens,Dog
934,Maximilian Neuchrist,Joao Domingues,20%,1.48,45%,0.45454545454545453,0.2,11,5,1.48,Maximilian Neuchrist,Mens,Fav
935,Gabriel Debru,Gabriel Debru,40%,1.97,40%,0.4,0.4,10,5,1.77,Elmar Ejupovic,Mens,Dog
936,Filip Cristian Jianu,Filip Cristian Jianu,22%,2.89,30%,0.3,0.2222222222222222,10,9,1.38,Hamad Medjedovic,Mens,Dog
937,Ricardas Berankis,Ricardas Berankis,80%,1.88,60%,0.6,0.8,20,5,1.85,Cem Ilkel,Mens,Dog
938,Antoine Escoffier,Sho Shimabukuro,50%,1.84,62%,0.6153846153846154,0.5,13,10,1.84,Antoine Escoffier,Mens,Fav
939,Evgeny Donskoy,Alafia Ayeni,80%,1.39,83%,0.8333333333333334,0.8,12,5,1.39,Evgeny Donskoy,Mens,Fav
940,Marek Gengel,Henri Squire,56%,1.74,45%,0.45454545454545453,0.5555555555555556,11,9,1.74,Marek Gengel,Mens,Fav
941,Hsiou Hsu Yu,Dayne Kelly,20%,1.43,60%,0.6,0.2,10,5,1.43,Hsiou Hsu Yu,Mens,Fav
942,Lloyd Harris,Fabian Marozsan,50%,1.63,91%,0.9090909090909091,0.5,11,6,1.63,Lloyd Harris,Mens,Fav
943,Edan Leshem,Edan Leshem,33%,3.76,60%,0.6,0.3333333333333333,10,6,1.24,Alibek Kachmazov,Mens,Dog
944,Max Purcell,Mats Moraing,50%,1.56,70%,0.7,0.5,10,12,1.56,Max Purcell,Mens,Fav
945,Aryna Sabalenka,Aryna Sabalenka,53%,2.14,58%,0.5833333333333334,0.5294117647058824,24,34,1.71,Liudmila Samsonova,Womens,Dog
946,Maria Sakkari,Petra Martic,31%,1.32,60%,0.6037735849056604,0.3125,53,16,1.32,Maria Sakkari,Womens,Fav
947,Tung lin Wu,Yasutaka Uchiyama,17%,1.53,78%,0.7777777777777778,0.16666666666666666,9,12,1.53,Tung lin Wu,Mens,Fav
948,Cem Ilkel,Ricardas Berankis,80%,1.85,60%,0.6,0.8,20,5,1.85,Cem Ilkel,Mens,Fav
949,Sofia Kenin,Xin Yu Wang,83%,1.83,20%,0.2,0.8333333333333334,15,6,1.83,Sofia Kenin,Womens,Fav
950,Lauren Davis,Tamara Zidansek,47%,1.66,31%,0.3125,0.47368421052631576,16,19,1.66,Lauren Davis,Womens,Fav
951,Karolina Muchova,Xiyu Wang,50%,1.48,60%,0.6,0.5,10,6,1.48,Karolina Muchova,Womens,Fav
952,Danka Kovinic,Danka Kovinic,0%,2.51,38%,0.38461538461538464,0.0,13,5,1.52,Nao Hibino,Womens,Dog
953,Magda Linette,Lucia Bronzetti,55%,1.37,40%,0.4,0.5454545454545454,35,11,1.37,Magda Linette,Womens,Fav
954,Rebeka Masarova,Rebeka Masarova,40%,2.68,70%,0.7,0.4,10,5,1.47,Sloane Stephens,Womens,Dog
955,Marta Kostyuk,Marta Kostyuk,42%,3.31,67%,0.6666666666666666,0.41935483870967744,36,31,1.33,Elena Rybakina,Womens,Dog
956,Veronika Kudermetova,Bianca Andreescu,50%,1.62,53%,0.5306122448979592,0.5,49,16,1.62,Veronika Kudermetova,Womens,Fav
957,Madison Keys,Katie Swan,60%,1.19,45%,0.45454545454545453,0.6,11,5,1.19,Madison Keys,Womens,Fav
958,Iga Swiatek,Martina Trevisan,0%,1.04,80%,0.7966101694915254,0.0,59,8,1.04,Iga Swiatek,Womens,Fav
959,Donna Vekic,Despina Papamichail,38%,1.1,73%,0.7272727272727273,0.375,11,8,1.1,Donna Vekic,Womens,Fav
960,Jessica Pegula,Harriet Dart,36%,1.17,79%,0.7894736842105263,0.36363636363636365,19,11,1.17,Jessica Pegula,Womens,Fav
961,Marketa Vondrousova,Kaia Kanepi,62%,1.52,58%,0.5833333333333334,0.625,24,16,1.52,Marketa Vondrousova,Womens,Fav
962,Jan Lennard Struff,Alexandre Muller,57%,1.44,33%,0.3333333333333333,0.5714285714285714,12,14,1.44,Jan Lennard Struff,Mens,Fav
963,Frances Tiafoe,Daniel Evans,50%,1.55,60%,0.5957446808510638,0.5,47,42,1.55,Frances Tiafoe,Mens,Fav
964,Matteo Berrettini,Hubert Hurkacz,62%,1.88,48%,0.4782608695652174,0.6170212765957447,23,47,1.88,Matteo Berrettini,Mens,Fav
965,Stefanos Tsitsipas,Borna Coric,62%,1.51,65%,0.6545454545454545,0.625,55,16,1.51,Stefanos Tsitsipas,Mens,Fav
966,Cameron Norrie,Cameron Norrie,58%,2.32,70%,0.7021276595744681,0.5769230769230769,47,52,1.59,Taylor Fritz,Mens,Dog
967,Alexei Popyrin,Marcos Giron,69%,1.74,37%,0.36666666666666664,0.6923076923076923,30,26,1.74,Alexei Popyrin,Mens,Fav
968,Ryan Peniston,Colin Sinclair,20%,1.3,73%,0.7272727272727273,0.2,11,5,1.3,Ryan Peniston,Mens,Fav
969,Yoshihito Nishioka,Mackenzie Mcdonald,42%,1.64,58%,0.5833333333333334,0.4222222222222222,36,45,1.64,Yoshihito Nishioka,Mens,Fav
970,Karen Khachanov,Karen Khachanov,56%,2.25,47%,0.4666666666666667,0.56,15,50,1.64,Jack Draper,Mens,Dog
971,Marin Cilic,Roberto Carballes Baena,30%,1.21,71%,0.7096774193548387,0.3,31,10,1.21,Marin Cilic,Mens,Fav
972,Filip Krajinovic,Michael Mmoh,12%,1.78,40%,0.4,0.125,10,8,1.78,Filip Krajinovic,Mens,Fav
973,Benjamin Bonzi,Benjamin Bonzi,35%,2.29,55%,0.5476190476190477,0.34782608695652173,42,23,1.62,Emil Ruusuvuori,Mens,Dog
974,Botic Van De Zandschulp,Flavio Cobolli,40%,1.27,67%,0.6666666666666666,0.4,12,5,1.27,Botic Van De Zandschulp,Mens,Fav
975,Tallon Griekspoor,Marco Cecchinato,40%,1.3,57%,0.5714285714285714,0.4,14,5,1.3,Tallon Griekspoor,Mens,Fav
976,Daniil Medvedev,Miomir Kecmanovic,48%,1.15,72%,0.7213114754098361,0.48148148148148145,61,27,1.15,Daniil Medvedev,Mens,Fav
977,Aslan Karatsev,Tim Van Rijthoven,14%,1.66,55%,0.55,0.14285714285714285,20,7,1.66,Aslan Karatsev,Mens,Fav
978,Pedro Martinez,Pedro Martinez,40%,1.91,15%,0.15384615384615385,0.4,13,25,1.88,Sebastian Baez,Mens,Dog
979,Laurent Lokoli,Laurent Lokoli,0%,2.48,55%,0.5517241379310345,0.0,29,5,1.5,Hugo Grenier,Mens,Dog
980,Raul Brancaccio,Raul Brancaccio,33%,2.22,67%,0.6666666666666666,0.3333333333333333,12,6,1.61,Zsombor Piros,Mens,Dog
981,Liam Broady,Liam Broady,63%,2.06,50%,0.5,0.6296296296296297,14,27,1.71,Luca Nardi,Mens,Dog
982,Leandro Riedi,Leandro Riedi,71%,2.0,62%,0.625,0.7142857142857143,16,7,1.74,Hugo Gaston,Mens,Dog
